,user,song,play_count,interest,score
27317,002b63a7e2247de6d62bc62f253474edc7dd044c,SOMLYJD12A58A7B155,11,1,1
14611,91cf50e35e3fa924450d86ecae248b7cea113f0b,SOYLLGK12A81C217A1,1,0,1
2418,0b19fe0fad7ca85693846f7dad047c449784647e,SOOWVNN12A8C140775,4,1,1
23100,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOWGXOP12A6701E93A,1,0,1
21810,138d73356c23e6e12aa82fb5dc9225428c196464,SORVBEQ12A8C133D6B,1,0,1
5824,9af7bb657715f4b8bb63588fc8c8a3ec46cbdb6e,SONHWUN12AC468C014,1,0,1
27754,23563d3fc5aa322fded41b295e36291473515771,SOXGTRO12A8C143454,1,0,1
5983,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SOLRGVL12A8C143BC3,3,1,1
31024,e6b18cffa2afad9245b7d9eb08390efeebef1f3b,SORRCNC12A8C13FDA9,1,0,1
16743,e6558266b59a42a328ae3faac89701cfedabb558,SOLLNTU12A6701CFDC,1,0,1
16517,062eef2a03b53d2b10f5018135e3361659c6a3bf,SOTVFIU12AC46878B7,2,1,1
27078,62420be0fd0df5ab0eb4cba35a4bc7cb3e3b506a,SOFCPOU12A8C13BF40,15,1,1
30772,b7c24f770be6b802805ac0e2106624a517643c17,SOSROFB12AAF3B4C5D,5,1,1
37177,104bcda48463a99997f668b897c32234793cd514,SOXEZLY12A8C137AB0,1,0,1
21157,81193c20d49bfbca4a72eaa1119f6bb2fc4d9e48,SOWPRYI12A58A7B51A,27,1,1
27567,bedad07238f60df86cb77b2d4ef1441c8f0b3a3b,SOBOUPA12A6D4F81F1,1,0,1
1090,6ccd111af9b4baa497aacd6d1863cbf5a141acc6,SOYONCL12A8C13B9F7,37,1,1
11600,db6a78c78c9239aba33861dae7611a6893fb27d5,SOUNJIO12AB0181339,20,1,1
33873,a05e548059abb1f77cad6cb9c3c0c48e0616f551,SOQLFRX12A6D4F9200,1,0,1
22365,fc77d71ecc8a4c7f4a0402fbe9118973124391fe,SOQAJHW12AB0186004,2,1,1
11051,c2d78d260f5bddc3fa2db228bb72ccae6ff7a8e1,SOTCMDJ12A6D4F8528,22,1,1
7229,8cb51abc6bf8ea29341cb070fe1e1af5e4c3ffcc,SOUVGJL12AB017FC35,1,0,1
33770,4d744903c553122fb4815d06e047aba9f974b938,SOXEGBZ12A679AE53D,1,0,1
35809,8ec7fd0c1acf1dbe44720e5eab44dbe524eb6caf,SOAUWYT12A81C206F1,11,1,1
523,283882c3d18ff2ad0e17124002ec02b847d06e9a,SOYWTUB12A8C13B429,1,0,1
13514,9bd994a555e00a952696e113880ab37bfd50d2d1,SOQGVCS12AF72A078D,6,1,1
34578,c0dc381d5ddf02f5182179c164ca65db6c8f572b,SOXFPND12AB017C9D1,7,1,1
15937,119b7c88d58d0c6eb051365c103da5caf817bea6,SOSRIHB12A8C13608B,1,0,1
3114,8c800d6ece52acb6aff6ab60d991d090c84aabdc,SOPUCYA12A8C13A694,18,1,1
2424,0b19fe0fad7ca85693846f7dad047c449784647e,SOPDRWC12A8C141DDE,4,1,1
1330,6d625c6557df84b60d90426c0116138b617b9449,SOXEZLY12A8C137AB0,2,1,1
19171,9b06094a34c6c421b86df33c879b8980d1038cd8,SOPAYPV12AB017DB0C,7,1,1
36214,3877e44d4632df125ec8a838aae59eb04d36f9d6,SOMCAFM12A58A7B024,14,1,1
16388,62d59a3a252b58415e7aececf237de61535b7d5a,SODCNJX12A6D4F93CB,1,0,1
13258,109eddbad1b4771c8a1a50899a5d1a91cfff69fa,SORJICW12A8C13640D,6,1,1
29492,1272d32979a6ecd4f8b48cf25c9738c2298e0b4f,SOTDKEJ12AB0187AAA,1,0,1
21853,138d73356c23e6e12aa82fb5dc9225428c196464,SOVRZIX12AAF3B2A32,3,1,1
35116,954469357b2434a20c76e940eca93185141b7f9b,SOYELXR12A8C14153A,3,1,1
3918,54d07c4eff369f457c7a5d1c0b9b6c48feb949f4,SOWUTFF12A8C138AB2,1,0,1
14418,f99a25251dfd3c44b629c3658bf6c0d0a7a3d0ce,SOWPRYI12A58A7B51A,2,1,1
21272,dae08b6f200be684168b34d6aae3d518f4c5d142,SOEQJBS12A8AE475A4,10,1,1
36930,6c6289326f70321f2b3e072daa44819efc55639a,SOWRTJD12A8C132704,2,1,1
21395,dae08b6f200be684168b34d6aae3d518f4c5d142,SOZVCRW12A67ADA0B7,1,0,1
17553,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOERYLG12A6701F07F,6,1,1
14335,f99a25251dfd3c44b629c3658bf6c0d0a7a3d0ce,SONMOVN12A8C13C0C9,7,1,1
14548,91cf50e35e3fa924450d86ecae248b7cea113f0b,SOEGIYH12A6D4FC0E3,1,0,1
10895,486c99dddf3555a2422a4e122b72f2ad0aed194c,SOOLULU12A6701FBC4,3,1,1
21038,2ae63e708b3763e4808d355fe962b954048d00ce,SOAUWYT12A81C206F1,1,0,1
23715,fd1ebc6caa7ad07c84677ba6bada683077bf0f15,SOKOXWU12AF72AD1BC,2,1,1
517,283882c3d18ff2ad0e17124002ec02b847d06e9a,SOXWYZP12AF72A42A6,1,0,1
23220,c4ba936dabbf1a09945bc9073126384778075229,SOPCTBB12AF72A1B64,1,0,1
16861,80f383bf5f6581572f6ccac661727956df49f7df,SOTCDXN12AB01876A1,1,0,1
35850,8ec7fd0c1acf1dbe44720e5eab44dbe524eb6caf,SOPABZM12A6D4FC668,41,1,1
29752,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SOZBZSY12A6D4FA404,5,1,1
15913,119b7c88d58d0c6eb051365c103da5caf817bea6,SOPTLQL12AB018D56F,10,1,1
17204,d4e2a1187bd88b3d1799371325e0b3565cffa423,SOZXEZV12A6D4F737F,1,0,1
9418,324de4a258619466993c3bd75f340bc19e82bc62,SOWSPUS12AC468BEE3,1,0,1
29094,51737e957624c4dd888ae6ea6cd066754e43553f,SOOYDAZ12A58A7AE08,1,0,1
4552,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOFRCGW12A81C21EA6,4,1,1
94,4e11f45d732f4861772b2906f81a7d384552ad12,SOWGEWN12A6D4F789B,2,1,1
15624,b7b27457acf41d121f029edf004247acad3f4b70,SOGPBAW12A6D4F9F22,29,1,1
28866,6c2baa9bfea08ed197d38b9d1606aa5ca57e11ce,SOFKABN12A8AE476C6,14,1,1
18650,39507f8b1baca174ccb5b1c9c08dd46a05442350,SOFLJQZ12A6D4FADA6,7,1,1
28154,2b8bfcdc258cdfe9dce9991d67786b3cebbc3b22,SOPFVER12AB0180FEF,5,1,1
27141,ca658ff2092285a3fd7f1ccbc54e10211e184f66,SOXEGBZ12A679AE53D,3,1,1
32264,41d990857d4659738215aadddb0d6e630685d278,SOYHHCO12AB01891DA,4,1,1
14506,281deab3afccc906251ef67a8eda2b9f9baec459,SOUNZHU12A8AE47481,67,1,1
34320,99dedd05d478e3aa54b199f4432fcb9907456b34,SOJMUUU12A8C137A4F,5,1,1
5432,82b152c09a94dd4f7d4566080a00be441e3efbd9,SOTJTQI12A6D4F75A2,1,0,1
27294,002b63a7e2247de6d62bc62f253474edc7dd044c,SOGTQNI12AB0184A5C,5,1,1
1739,d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOVOOSP12A6310F1AC,2,1,1
9813,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOUSOKG12A58A7AC15,1,0,1
24664,7bcddb67f19237b576a04ffba65bbb5436085f36,SOYONCL12A8C13B9F7,3,1,1
25343,57107a3feced24c067db22bce2d59c02d53ad04e,SOSYMWV12AB0184F86,1,0,1
32200,80f3cceeac5a7266b6d3696c04f21925e72bf9f4,SOSLQGG12A6D4F5045,1,0,1
21511,35fcd4682de9c5da1291058a22910aca0bb6f106,SOLTSGU12A8C13BFE5,3,1,1
26462,8febc928241a0c88adca87a428fe0650e902a683,SOLWHSJ12A67AE227B,3,1,1
27333,002b63a7e2247de6d62bc62f253474edc7dd044c,SOOHCUB12A58A7AD2C,1,0,1
2577,fe2d77de7e57f3b3eedcf473545110b13ca03426,SODGVGW12AC9075A8D,1,0,1
35753,2c04736f4d7b0696d2a063b1e61069af38660a94,SOVDLZN12AB0185BEA,5,1,1
17180,d4e2a1187bd88b3d1799371325e0b3565cffa423,SOSJRJP12A6D4F826F,3,1,1
23146,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOZVVRE12A8C143150,5,1,1
30124,6b9ef666e3b10fd428530e519e1a3f68c2fbbd1a,SOQFEDG12AB018DD24,7,1,1
15183,736083bd7ecd162effb7668cab6c281945762e85,SOSCIZP12AB0181D2F,4,1,1
19505,a153d22612598da8b42d19062e857c38629ee2bd,SOILFUU12AB017C75F,4,1,1
25779,1a3da397d1e12c93dfcc4dba418432bee5be3dfe,SOWGIBZ12A8C136A2E,1,0,1
13142,a41d3edbc2798b6800fe15845a979150eb244b85,SOYIEGB12A6D4F8C07,2,1,1
2223,a15075a926c1998d91940f118342ba8356efc7d4,SOOJJCT12A6310E1C0,6,1,1
21777,138d73356c23e6e12aa82fb5dc9225428c196464,SOKUECJ12A6D4F6129,1,0,1
17663,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOQIOXQ12AAF3B2A37,1,0,1
3588,fef771ab021c200187a419f5e55311390f850a50,SOXFXDH12A8C13326E,1,0,1
390,45f06d9d15adbd8575a63e848b1f1c202afbf308,SOOHCUB12A58A7AD2C,16,1,1
536,ee7aa84c164038c963cfd02a7e52a5598aa470c3,SOOLULU12A6701FBC4,1,0,1
6768,1a6916b63039c3c56c62de345c284c11a075eb96,SOUSOOB12A8C13371F,20,1,1
21734,fe8b98246d279f71f7cb0d493cdedce2bbc30aae,SOSJFDH12A8C143096,1,0,1
33739,148163a8a9c6173a11fb36c3215c1a19251e63c8,SOUVTSM12AC468F6A7,50,1,1
27504,42ac141a65053a2ba02c5380ccf7975022e307a6,SOTRQEJ12AF72A45D7,2,1,1
3255,4be305e02f4e72dad1b8ac78e630403543bab994,SOKMHKY12AF72AB079,51,1,1
37017,e6e0f68e948d7bcbf2ed9c4506a40a139a5e7bc7,SOSXLTC12AF72A7F54,8,1,1
8480,189f3d247c01e8319458d82ed68cbaf3112fe9fb,SOZDGEW12A8C13E748,2,1,1
37445,38ae280090905f0778dd40727f89de3380fb2625,SOYLDJC12A6701E2FF,1,0,1
31542,e8184db22c453007c34ba8ab7e2a4cda8ca7969b,SOUSMXX12AB0185C24,1,0,1
35180,9bf0c40652e96b5178b552d2b296ec69b75a0b26,SOPZKGR12A6D4F3F3A,5,1,1
7136,8cb51abc6bf8ea29341cb070fe1e1af5e4c3ffcc,SOKUECJ12A6D4F6129,1,0,1
21413,690ab317e29d08acb0a11e82eb0f83428cf812f9,SOONUTJ12A6701D7B4,1,0,1
15732,2b53775d73eb78e9634f7ae41629386ab11bac1f,SOOLULU12A6701FBC4,4,1,1
2562,70caceccaa745b6f7bc2898a154538eb1ada4d5a,SORGRVL12A6310F105,2,1,1
4907,79a1ba30cec2ee1509f3c2df697916fe901b37e9,SOPCTBB12AF72A1B64,1,0,1
17725,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOUGMXP12AB017C76C,13,1,1
6352,f3825861e5575cf4206f883630754fa30c80721e,SOXDPEP12AB0180E1E,7,1,1
28064,510f6fb2dcf2aee3a65cbd79fff752e9259f0a13,SOOTKWZ12AB0181082,3,1,1
16679,222542d2ce54e6949f9346d331dd8a028b044826,SOAXGDH12A8C13F8A1,1,0,1
15710,1a43a7b1bf9a79e34aa16694ebe298454b53a3e6,SOQGSUC12A8C13B66D,18,1,1
30987,7323c1c0cc06f5f77f61db323d00a0a628092848,SOZSFWF12A6D4F93D5,4,1,1
2625,fe2d77de7e57f3b3eedcf473545110b13ca03426,SOSKFED12A8C1343AB,1,0,1
3145,8c800d6ece52acb6aff6ab60d991d090c84aabdc,SOWRTJD12A8C132704,11,1,1
34875,d0a2c5ac5ce1bc3573224d910fe3adfb85d4ee3f,SOZVUCT12A8C1424BE,1,0,1
28395,bb0c93f971ee41a7bdfedcd9aad701bfadfca5c8,SOWOMMY127F8096DF9,1,0,1
20947,6bfaf522b9bfb59370d8adfa7f6093579502d775,SOPTLQL12AB018D56F,15,1,1
14485,281deab3afccc906251ef67a8eda2b9f9baec459,SOQTHZW12A8C1400F8,2,1,1
31354,83b94f1d1bf5581499cc0738807c8c41f3bf6706,SOTVLQY12A58A798C2,18,1,1
10571,49b142551f26ec13c3376b1d5601eff26649927c,SOXYAUN12A58A7BE87,6,1,1
10565,49b142551f26ec13c3376b1d5601eff26649927c,SOWFPLI12A6310DFA1,8,1,1
34786,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOZOIUU12A67ADFA39,1,0,1
34098,a4ccc36714975978b545e35db83584fa9f7fa6c6,SOKTJXL12A8C13C90B,1,0,1
6288,0c68affd09224b5231f656c31aec29505da2f661,SOUKJBT12A6701C4D6,2,1,1
35299,0fb08af6e4cd85e39f0c939097792a95be3431ee,SOCKSGZ12A58A7CA4B,2,1,1
35169,9bf0c40652e96b5178b552d2b296ec69b75a0b26,SOKVZHI12A58A7A13E,3,1,1
3578,fef771ab021c200187a419f5e55311390f850a50,SOWPRYI12A58A7B51A,1,0,1
18162,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOHFJAQ12AB017E4AF,37,1,1
24355,0252acdea2a493da2704c23eebaeaa155b18b7d0,SOLCKAS12A8C14242A,7,1,1
33587,18765abd13462c176d9ccc89e71bfc23265dfed7,SOPTLTT12A58A7938D,2,1,1
29639,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SORFVMQ12AB0184135,2,1,1
36158,00fa0c8162aa95341f4da9defede8aae0675d3cc,SOZYSDT12A8C13BFD7,28,1,1
5636,8ad6a386e7b601c0072c337ec6f86d084d1ba556,SOOGNOZ12AAF3B2936,16,1,1
7957,7bdfc45af7e15511d150e2acb798cd5e4788abf5,SOTEKMT12A67AD954E,18,1,1
19933,ac4f4bf7db2d60ee8fdb4c382d7cf82ee58a14d4,SOPSOHT12A67AE0235,18,1,1
6498,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SOAUWYT12A81C206F1,4,1,1
31168,44bf2bb66daf59a20d7b7df64fda29ec16c74cb9,SOOABBO12A6701DFDA,2,1,1
12252,5996aa0d1a973619e5a950c7f9b7f0132e0f865c,SOTCMDJ12A6D4F8528,6,1,1
10046,20ad98ab543da9ec41c6ac3b6354c5ab3ca6bc5e,SOUNJIO12AB0181339,1,0,1
31290,dbb235f944fe78ef8198950e64e4bbc2bdbef172,SOSNOSA12A67ADA05B,1,0,1
8527,b460df238d3e65ad400a2b6aa546ec883e1f2e1c,SORQVPO12AF72A690C,26,1,1
23919,d2423c01882062ac950909b0ffe96b30e54ab063,SOTHABI12A58A7DACB,16,1,1
7011,b3dd0cfd6801e5af3a1a42acd9055f97c0112ad8,SOTKYBW12A8C13C3EA,1,0,1
18700,b182ae1f9af1ec3b6a0165a4bc9b45affa0f4180,SOQGOPT12AAF3B2B27,209,1,1
27324,002b63a7e2247de6d62bc62f253474edc7dd044c,SONJNEQ12A6D4F9EB6,1,0,1
10121,ffa96cd6cc641b38a946e8444d261435d615b2dc,SOWTYVO12AB0180BDA,24,1,1
18364,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOYIBFQ12A6701C628,1,0,1
9117,e04a9e4861256079476c25d655d97c1c5603b3cd,SORFVMQ12AB0184135,1,0,1
34327,99dedd05d478e3aa54b199f4432fcb9907456b34,SOLJWIQ12A6D4FA875,1,0,1
27938,6d8d89c2073247e77fd23f8f53f9185a1b05c214,SOPUELG12A6701D215,1,0,1
24894,b4565d87a53751d2370be4247718b699f7fff028,SOWUTFF12A8C138AB2,1,0,1
281,6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOQTFOR12A6D4F612A,1,0,1
9800,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOTWSXL12A8C143349,1,0,1
15596,865915b55b4b6d355c04cca32cacf107f581dc1c,SOUTGUB12AB017DC5B,28,1,1
15946,119b7c88d58d0c6eb051365c103da5caf817bea6,SOSZJFV12AB01878CB,6,1,1
15062,5ed1d17b8457236d4869e2bdc023bec260a4be5c,SOZDGEW12A8C13E748,6,1,1
11933,405d56f9ee607686b459a6d9ca2d3c5ac2201fe1,SOPJULC12A6D4F667F,3,1,1
25450,faf0beb5d7ff9d39244b0713de08304c3691f71b,SOZAZZK12A6701F98D,4,1,1
16898,80f383bf5f6581572f6ccac661727956df49f7df,SOWVNWB12A8C133171,2,1,1
9703,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOKUECJ12A6D4F6129,1,0,1
5777,2f72cbcbf49aac438f614626d86c5e93efb82206,SOTEKMT12A67AD954E,1,0,1
36641,f02ef1e670319151d2d27f4215fb16a973f7de2f,SOUJVIT12A8C1451C1,1,0,1
34079,4cb4632e48cd8960dc113eae340adc402a0413cf,SOYDTIW12A67ADAFC9,19,1,1
15019,7acf37b7dd44f5f0016cd9a6c38d3cb6655c6cbb,SOYRAHL12A6310D821,4,1,1
17122,0adc1da3be9d2c9fa26d21268713fe4030402781,SOGTDJQ12A8C13324F,28,1,1
12381,0bddd6707477153b58e187ff937caf70ca1d5f62,SOUVTSM12AC468F6A7,2,1,1
12568,67c5b5b1982902d15badd8ce0c18b3278ec4bfc0,SOXPZEZ12A8AE48AC9,65,1,1
11174,8f8a2009d4376f3a3a47cc955b3cf89a6e1525c6,SORWLTW12A670208FA,2,1,1
6653,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SOXQROF12AB0186B1D,2,1,1
14706,625d0167edbc5df88e9fbebe3fcdd6b121a316bb,SOQZYQH12A8AE468E5,3,1,1
32334,eb75703cc9f9a33c4b1d2f7b3abf9a6be4c732aa,SOMLYJD12A58A7B155,3,1,1
27457,42ac141a65053a2ba02c5380ccf7975022e307a6,SOIMQAK12A67ADE98C,3,1,1
20725,99f86869c18bbd4a181e7d61c413d420323a5bf0,SOMNGMO12A6702187E,2,1,1
32391,974a05be3d2385f40af4e6e610be59544657085e,SOPKPSQ12A58A7A5E4,8,1,1
6958,b3dd0cfd6801e5af3a1a42acd9055f97c0112ad8,SOKUAGP12A8C133B94,1,0,1
9756,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOQKNEO12A58A78EE7,1,0,1
6391,e3d45fa4071c85b044191cabf0284e74c744a037,SOIMQAK12A67ADE98C,4,1,1
16036,119b7c88d58d0c6eb051365c103da5caf817bea6,SOYIYFF12A6701D22F,3,1,1
4399,1fbb0f6de552dec6eff67288fbaf3efeae2a2427,SOKZZGT12A67ADA4C3,1,0,1
36978,e6e0f68e948d7bcbf2ed9c4506a40a139a5e7bc7,SOLZEED12A6D4FA8C9,14,1,1
2674,4c6426c9c734c23ec0c35154437fc132b862068c,SOCVTLJ12A6310F0FD,17,1,1
27084,ca658ff2092285a3fd7f1ccbc54e10211e184f66,SOHNOOC12A8C13BF35,2,1,1
3030,0a4c3c6999c74af7d8a44e96b44bf64e513c0f8b,SOULTKQ12AB018A183,4,1,1
16569,f84fb3d29bb05bb9dec96684215c763ccbbc67a9,SOLWZVR12AB01849C6,7,1,1
27728,23563d3fc5aa322fded41b295e36291473515771,SOKUPAO12AB018D576,2,1,1
36302,d7d2d888ae04d16e994d6964214a1de81392ee04,SOWPASM12A8C142B88,1,0,1
3940,71dac99494dd7439a105d14f7597ae706b19c9ed,SODJWHY12A8C142CCE,3,1,1
4765,63aa3e991a33c309016051541b8084ff0aec7284,SOLLDVS12AB0183835,24,1,1
37168,104bcda48463a99997f668b897c32234793cd514,SORALYQ12A8151BA99,36,1,1
1070,6ccd111af9b4baa497aacd6d1863cbf5a141acc6,SOSJSSU12A6D4F8F41,5,1,1
27804,0469bfcd3e17b383cbf1a362af8844a44339998d,SOIZFTE12AB0186842,9,1,1
30695,b7c24f770be6b802805ac0e2106624a517643c17,SOMGIYR12AB0187973,25,1,1
26598,32059ac26f8d04aac58d7cb013d40a1218a54792,SOWUZVU12A6D4F914D,6,1,1
22799,17d3104690880b6fbc4e347414c3999fa5df155a,SOMMKEW12A58A80F00,1,0,1
24527,ba43e2ef9ea08ae36dbb127d9af34b61536219c9,SOWYFFH12AAF3B4C65,1,0,1
9866,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOXXVSU12A8C133445,1,0,1
5423,82b152c09a94dd4f7d4566080a00be441e3efbd9,SOSNMJN12A58A7A649,4,1,1
4133,96f7b4f800cafef33eae71a6bc44f7139f63cd7a,SOZOWON12A67ADA091,1,0,1
13262,109eddbad1b4771c8a1a50899a5d1a91cfff69fa,SOSPXWA12AB0181875,31,1,1
4658,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOTWSXL12A8C143349,12,1,1
21342,dae08b6f200be684168b34d6aae3d518f4c5d142,SOTSRUQ12A81C22359,12,1,1
2403,0b19fe0fad7ca85693846f7dad047c449784647e,SOMYXWV12A8C14232E,5,1,1
8642,e15392fc2c28262b88b94f44e9313bd5e1b4e181,SOUSOKG12A58A7AC15,7,1,1
12701,00d7dede8a10a03ea0b2d4a08449a9776d414923,SOTGHQR12A8C1406C5,3,1,1
27093,ca658ff2092285a3fd7f1ccbc54e10211e184f66,SOLLNTU12A6701CFDC,16,1,1
24336,0252acdea2a493da2704c23eebaeaa155b18b7d0,SOHZPIK12A58A7CCAE,1,0,1
20898,8f60fbacfa3387330c6114aec91aff41adc3379b,SOYFMNU12AB0181435,1,0,1
33500,22f6aae94643c2cea285413068f80274e7f1f75e,SOUCKDH12A8C138FF5,3,1,1
28518,bd15283f768266070f7e9982504db167a494510c,SOLRGNF12AB0187CF4,10,1,1
8063,597464c554c28f95c08553bc7336dfaae2b3abba,SOWGCMN12A8C136E44,68,1,1
4030,96f7b4f800cafef33eae71a6bc44f7139f63cd7a,SOOXRJG12A8C13773E,1,0,1
4571,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOILFUU12AB017C75F,2,1,1
34024,4cb4632e48cd8960dc113eae340adc402a0413cf,SORWEEW12A58A7A935,4,1,1
11072,c2d78d260f5bddc3fa2db228bb72ccae6ff7a8e1,SOUSMXX12AB0185C24,2,1,1
35257,3fa44653315697f42410a30cb766a4eb102080bb,SONNSYV12A8C146BEC,93,1,1
27533,df29d6bfb3a8055621ebf87884405d475b325d91,SOBONKR12A58A7A7E0,60,1,1
5758,2f72cbcbf49aac438f614626d86c5e93efb82206,SOOXJDU12A8AE47ECB,4,1,1
32453,83522e9d56c3cda41d1853465f1b05f4c2d07550,SOOWVNN12A8C140775,43,1,1
8171,46367bcdb3f6eb49bb5822d749d47f28cf91c041,SORKDWS12A6701E6D9,6,1,1
20330,a0169cbcc939f1ef5fded0e109f71525936498cc,SOVPBLT12A6D4F5113,1,0,1
11114,c2d78d260f5bddc3fa2db228bb72ccae6ff7a8e1,SOXZCIH12A8C1425F0,6,1,1
5919,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SOAUWYT12A81C206F1,8,1,1
15952,119b7c88d58d0c6eb051365c103da5caf817bea6,SOTRQEJ12AF72A45D7,1,0,1
3269,4be305e02f4e72dad1b8ac78e630403543bab994,SOMMUKQ12AB01801A5,2,1,1
24826,2be94fe8976330172517c748780600f38ff55c2c,SOTWWEV12AC9074E6F,1,0,1
18645,8e89713ae062c7d146bb88c5b551f8d477b7962a,SOXFMAQ12A6D4F91E0,54,1,1
3408,952130c8ae0527458c75471812dbb5c506b46d5d,SORGVYS12A8AE48882,2,1,1
35736,2744a71984cdf296fb94de2b9d5aa0f065ffb1ab,SOZYSDT12A8C13BFD7,21,1,1
33331,716ed1ec67d67bfa05db3ffeb641d13f46dca6ec,SOVRMZU12AB017FE90,1,0,1
13433,e0892dd1ac13bb10434b026372e7a0d2fae62444,SOOABBO12A6701DFDA,3,1,1
33571,7893479225de4c7d4646e90c9bf15f9f624e2cff,SOXFYTY127E9433E7D,6,1,1
11123,c2d78d260f5bddc3fa2db228bb72ccae6ff7a8e1,SOZCDWG12A6D4F81E1,10,1,1
19305,726da71c2c2ea119119a7957517fccd028d1be76,SOVNVRF12A8C14477B,1,0,1
24609,991d7734c0de7ba034893145288e55dfa84caea9,SOWCKVR12A8C142411,1,0,1
33709,7be76db45f21dcbb68ff9cc55ebeddcb1db71479,SOYGHUM12AB018139C,1,0,1
35766,dc543ff951c23be4e9e8fdf6f39a23cef85f3b5e,SOLWRZI12A6D4FC4F0,7,1,1
23704,fd1ebc6caa7ad07c84677ba6bada683077bf0f15,SOIIOUS12A8AE47E20,2,1,1
22657,9c2dfee26bbdd4fb19e9800244bea6e7181caeae,SOSQQGF12A6310F0FB,2,1,1
20634,787520b7886d0044cef96c4582890d05f762f76d,SOKUPAO12AB018D576,2,1,1
26201,93158e3983ffc8945e25c793d93d6b67d46cae9d,SOWPLVJ12AB0183586,9,1,1
24348,0252acdea2a493da2704c23eebaeaa155b18b7d0,SOKRAMY12A8C140804,2,1,1
84,4e11f45d732f4861772b2906f81a7d384552ad12,SOVDLZN12AB0185BEA,1,0,1
433,9acce6b22c8ae6adbd9e0933fb0a374b149e8e88,SOOXRJG12A8C13773E,13,1,1
14095,613081f27b9917e4d0e84639fc02661d809f36e3,SOPUCYA12A8C13A694,30,1,1
3021,0a4c3c6999c74af7d8a44e96b44bf64e513c0f8b,SOTMLOE12A8C133F15,13,1,1
7092,ae552344f08d59c11b0a0b217f66b17ba9b37ba9,SOVTLQW12AB0186641,53,1,1
32272,aff2b00aeba4a389d22c474dc33645e0a6dfd56e,SOLWZVR12AB01849C6,1,0,1
12360,0bddd6707477153b58e187ff937caf70ca1d5f62,SOPPROJ12AB0184E18,12,1,1
11195,8f8a2009d4376f3a3a47cc955b3cf89a6e1525c6,SOWQMMX12AB017DBE2,2,1,1
21294,dae08b6f200be684168b34d6aae3d518f4c5d142,SOLLNTU12A6701CFDC,1,0,1
24390,0252acdea2a493da2704c23eebaeaa155b18b7d0,SOPTLQL12AB018D56F,4,1,1
23098,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOWGHHQ12A67021878,1,0,1
13293,109eddbad1b4771c8a1a50899a5d1a91cfff69fa,SOZCDWG12A6D4F81E1,5,1,1
5739,a4493d7bb8c07dc19e4208c8ed6925ec40300d36,SOXUYUZ12A8C13A67E,2,1,1
14868,21aaf8482f3a05f757e321f7fc981ffdf52c950b,SOLZEED12A6D4FA8C9,6,1,1
19813,d66c5b1be56e90603867af719662c9ac2efeb9f0,SOPXKYD12A6D4FA876,29,1,1
36647,f02ef1e670319151d2d27f4215fb16a973f7de2f,SOUSMXX12AB0185C24,1,0,1
11939,405d56f9ee607686b459a6d9ca2d3c5ac2201fe1,SOYHHCO12AB01891DA,7,1,1
36090,00fa0c8162aa95341f4da9defede8aae0675d3cc,SODJWHY12A8C142CCE,3,1,1
15306,c47e1a887a1b437dc9acd19af5592c414bb6ca86,SONNSYV12A8C146BEC,4,1,1
26360,c48985a0208be8ee31f09edf031fb3c2be0790c7,SOEPZQS12A8C1436C7,11,1,1
25204,d19e8c59d207bf3e3c7ca0248a1fa684c00d006b,SOSXLTC12AF72A7F54,1,0,1
18336,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOWNVJP12A58A761AA,2,1,1
17203,d4e2a1187bd88b3d1799371325e0b3565cffa423,SOZAZZK12A6701F98D,2,1,1
14155,3e6dd161e97e7bd0e20986e7f5e391e5d24e0a62,SOQGVCS12AF72A078D,7,1,1
26433,9b6067c2ab340f262024a1b2d6a3b80da95b2984,SOYTDBL12A6D4F8148,40,1,1
8468,189f3d247c01e8319458d82ed68cbaf3112fe9fb,SOXQROF12AB0186B1D,4,1,1
